n,cvar,qcvar,var,qvar,tvar,qtvar,expectation
2000,0.06378299999999999,0.050506999999999996,0.056006999999999994,0.021682,0.059023,0.033784999999999996,0.0029259999999999998
2000,0.066828,0.024777999999999998,0.057069999999999996,0.018385,0.060044999999999994,0.037461999999999995,0.002695
2000,0.063653,0.027302999999999997,0.055116,0.010771,0.057700999999999995,0.036810999999999997,0.0030759999999999997
2000,0.063883,0.028345,0.055966999999999996,0.022052,0.059844999999999995,0.028003,0.0027159999999999997
2000,0.064304,0.018255,0.054834999999999995,0.012594,0.056458999999999995,0.040678,0.002966
2000,0.068051,0.015109,0.058561999999999996,0.008406,0.060224999999999994,0.034336,0.0030759999999999997
2000,0.063081,0.034155,0.055826999999999995,0.027361999999999997,0.058642,0.032753,0.002986
2000,0.075736,0.01585,0.057441,0.009318,0.059785,0.045697999999999996,0.003146
2000,0.065676,0.033033,0.059684999999999995,0.027122,0.061979,0.042772,0.003296
2000,0.064784,0.027052,0.056939,0.020309,0.059474,0.037892999999999996,0.003136
2000,0.065706,0.010409999999999999,0.055477,0.004899,0.056839,0.033915,0.002865
2000,0.065676,0.022883999999999998,0.057189,0.017373,0.059393999999999995,0.027863,0.002655
2000,0.068712,0.013685999999999999,0.058252,0.006973,0.059934999999999995,0.030348,0.0032359999999999997
2000,0.064764,0.031982,0.056519,0.025088,0.060615999999999996,0.028394,0.003146
2000,0.065787,0.024827,0.058112,0.018595,0.060656999999999996,0.033214,0.002966
2000,0.067019,0.026380999999999998,0.058782999999999995,0.019177,0.061388,0.025127999999999998,0.0027849999999999997
2000,0.066428,0.028855,0.058872999999999995,0.022373,0.084191,0.022522999999999998,0.003106
2000,0.06587699999999999,0.027733999999999998,0.0679,0.021370999999999998,0.059373999999999996,0.043794,0.0028049999999999998
2000,0.065746,0.029856999999999998,0.058221999999999996,0.024137,0.061137,0.027343,0.002915
2000,0.060635999999999995,0.012964999999999999,0.050657,0.006431999999999999,0.051419,0.032522999999999996,0.0026149999999999997
2000,0.063652,0.034887,0.056568999999999994,0.028796,0.058773,0.037963,0.002826
2000,0.065926,0.041419,0.057981,0.034887,0.080174,0.032623,0.002655
2000,0.0625,0.030208,0.055416999999999994,0.023024,0.057841,0.033835,0.0033659999999999996
2000,0.065235,0.013746999999999999,0.055535999999999995,0.007495,0.057179999999999995,0.026720999999999998,0.002856
2000,0.063221,0.024687999999999998,0.056108,0.018564999999999998,0.058942999999999995,0.038574,0.003186
2000,0.063331,0.022253,0.054424,0.015068999999999999,0.055316,0.031059999999999997,0.002815
2000,0.06378199999999999,0.047460999999999996,0.057770999999999996,0.023696,0.061227,0.023105,0.003106
2000,0.063762,0.012665,0.053522999999999994,0.006702,0.054615,0.033854999999999996,0.002986
2000,0.064163,0.025509,0.056707999999999995,0.018265,0.059003,0.033243999999999996,0.003016
2000,0.066217,0.022122,0.057450999999999995,0.014858,0.059654,0.030979,0.003016
2000,0.064072,0.0211,0.055587,0.01586,0.058863,0.056868999999999996,0.0028959999999999997
2000,0.062479999999999994,0.027361999999999997,0.053572999999999996,0.021602,0.055896999999999995,0.028954999999999998,0.003156
2000,0.066879,0.024908,0.059373999999999996,0.017984,0.061458,0.032052,0.0036969999999999998
2000,0.063752,0.024016,0.055245999999999996,0.016922,0.057099,0.03163,0.002986
2000,0.062188999999999994,0.026,0.054254,0.019677999999999998,0.056138,0.035358,0.0029549999999999997
2000,0.065054,0.011791999999999999,0.054334,0.005581,0.057179999999999995,0.051649,0.003196
2000,0.06382299999999999,0.022983999999999997,0.055346,0.017894,0.057621,0.033513999999999995,0.002976
2000,0.063813,0.022723999999999998,0.073701,0.017082999999999997,0.058131999999999996,0.033985,0.002846
2000,0.063993,0.032964,0.056728,0.025719,0.060716,0.035407,0.002786
2000,0.064644,0.017293,0.055767,0.010159999999999999,0.057179,0.036039,0.0029259999999999998
2000,0.06331099999999999,0.017953999999999998,0.054555,0.009909,0.056978999999999995,0.035489,0.0032159999999999997
2000,0.067951,0.027382999999999998,0.057770999999999996,0.020881,0.060294999999999994,0.032232,0.002815
2000,0.064174,0.025389,0.056667999999999996,0.018105,0.058933,0.027181999999999998,0.003287
2000,0.06587599999999999,0.02598,0.05738,0.019948,0.059413999999999995,0.036018999999999995,0.002846
3000,0.100243,0.022513,0.099922,0.013927,0.095854,0.044966,0.002776
3000,0.105934,0.019247,0.094983,0.01048,0.101134,0.051619,0.002755
3000,0.102476,0.056949,0.09153499999999999,0.047111,0.102446,0.048533,0.003577
3000,0.099441,0.018135,0.088921,0.009489,0.09456099999999999,0.068642,0.003146
3000,0.100002,0.030007,0.089251,0.021530999999999998,0.097297,0.045677999999999996,0.003005
3000,0.101986,0.024117,0.091706,0.027863,0.09986099999999999,0.053371999999999996,0.0031569999999999997
3000,0.12196399999999999,0.054113999999999995,0.09215699999999999,0.044635999999999995,0.10332799999999999,0.061738999999999995,0.002905
3000,0.10098399999999999,0.040969,0.091265,0.032583,0.09898,0.045447999999999995,0.002915
