n,diff
48500,9.959773736403967
48600,9.949266664478337
48700,9.943569219502919
48800,9.946235519820185
48900,9.968538139171748
49000,9.976431236380293
49100,9.939608026974938
49200,9.934769995575799
49300,9.911655539067723
49400,9.916518196855613
49500,9.960830989543766
49600,9.936908072266256
49700,9.941154738041774
49800,9.93311769731374
49900,9.924946792836948
50000,9.94451591915324
50100,9.948271430546875
50200,9.956036034362235
50300,9.925339527694604
50400,9.931071057309218
50500,9.939104900762864
50600,9.942663566215849
50700,9.942644867287164
50800,9.955901880734487
50900,9.947838507719503
51000,9.947043278298104
51100,9.956541548286538
51200,9.940243683522361
51300,9.978448819987356
51400,9.934721163075594
51500,9.941991738073604
51600,9.952607789532678
51700,9.95599915350693
51800,9.948580484828163
51900,9.980300079906485
52000,9.939893510648687
52100,9.936604066385371
52200,9.934113720845701
52300,9.95206736919782
52400,9.932711683879013
52500,9.92498357385027
52600,9.9604778603007
52700,9.94538313649786
52800,9.93528455805152
52900,9.945568574844707
53000,9.959395282662136
53100,9.915592821082157
53200,9.957141453610944
53300,9.95734869993251
53400,9.935309824396057
53500,9.947215519146226
53600,9.937977512659671
53700,9.941887459297376
53800,9.953921731343321
53900,9.933863663182784
54000,9.96033497846392
54100,9.929995608022473
54200,9.963179301767113
54300,9.953675685881926
54400,9.956709247295898
54500,9.933336652778578
54600,9.938753628641642
54700,9.958370539751002
54800,9.982194634602564
54900,9.933235414592986
55000,9.935565219791236
55100,9.93322330038648
55200,9.954078335373403
55300,9.937427958072142
55400,9.950116379117404
55500,9.926576880011524
55600,9.927971165914975
55700,9.952892733381375
55800,9.923693099312366
55900,9.937999486250476
56000,9.967103192682217
56100,9.911332226556382
56200,9.945997682658685
56300,9.941501349856757
56400,9.949584921238078
56500,9.930868373296988
56600,9.952028705136442
56700,9.951964762757576
56800,9.954660120029985
56900,9.94841543711879
57000,9.959256718103155
57100,9.914599767345365
57200,9.919182436686057
57300,9.933640022803004
57400,9.930760925472114
57500,9.93636529275453
57600,9.921031460111905
57700,9.945928995332146
57800,9.93456167640366
57900,9.92541927568196
58000,9.953187613682992
58100,9.961807266759443
58200,9.947067568513447
58300,9.949242970192088
58400,9.957978457306858
58500,9.932022076432489
58600,9.946095584471713
58700,9.921079408775775
58800,9.932390546220084
58900,9.914333652116547
59000,9.956107202717085
59100,9.932650892783116
59200,9.936254644158623
59300,9.94703105734908
59400,9.926906122455712
59500,9.923743494765354
59600,9.944437690822063
59700,9.92527899643288
59800,9.948434726994748
59900,9.940923331612467
60000,9.941185936698304
60100,9.957268250005995
60200,9.941147825522712
60300,9.96139869203737
60400,9.92898542108761
60500,9.93960839358104
60600,9.944037158583711
60700,9.936072841776593
60800,9.95092495966275
60900,9.948380208444199
61000,9.954887941935858
61100,9.944945484820188
61200,9.94240793546657
61300,9.944832727128421
61400,9.932196630437346
61500,9.9300699939879
61600,9.964460062814425
61700,9.949827202051594
61800,9.952938036240134
61900,9.947504172192957
62000,9.937931590906985
62100,9.936405718354237
62200,9.959805805843466
62300,9.943463767210318
62400,9.944652179475469
